InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:0113ed93-e1ce-41ee-8e5e-f1261aedb478:1	AUND	qi_AUND	How many standard alcoholic drinks do you have on a typical day when you are  drinking?  		cs_AUND-numerical-1-10dontknow	1|1-2. 2|3-4. 3|5-6. 4|7-9. 5|10+. 6|Don't know/don't wish to answer	c8b74f6b-d16f-4423-8ec5-559294ff5775	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:01193865-5a77-49eb-a51c-2a0041efc164:1	E5	qi_E5	Have you had an alcoholic drink in the last 4 weeks? Please include a whole drink not just a sip.		cs_Yes_No	1|Yes. 2|No	73ffd134-755e-4e04-9233-93c72f833902	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:0a001da2-7f92-4a54-a5e6-67570539683e:1	AUCD	qi_AUCD	Has a relative, friend, doctor or health worker been concerned about your drinking or  advised you to cut down?  		cs_AUCD	1|No. 2|Yes, but not in the last year. 3|Yes, during the last year. 4|Don't know/don't wish to answer	c8b74f6b-d16f-4423-8ec5-559294ff5775	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:0bd4b430-cff0-48af-bd2f-b72b960fe254:1	ALYR	qi_ALYR	In the last 12 months, do you think that [^name of older sibling] has had a problem with drinking alcohol?		cs_Yes_No	1|Yes. 2|No	8c3c1e89-dd6a-46da-bf3f-803d30d9d74d	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:14fe3e31-20e4-4bc8-b6fe-74164fdfb326:1	CAAM ii	qi_CAAM_ii	Have you ever felt you should cut down on your drinking?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:1c640a34-c248-4460-b9a2-eecdf3cc2709:1	AUAC	qi_AUAC	How often in the last year have you failed to do what was expected of you because of  drinking?  		cs_AUSD-nevermonthlyweeklydaily	1|Never. 2|Less than monthly. 3|Monthly. 4|Weekly. 5|Daily or almost daily. 6|Don't know/don't wish to answer	c8b74f6b-d16f-4423-8ec5-559294ff5775	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:2f575ba2-3ae3-4d7d-8dfb-2ee2178d1c8c:1	ALDR	qi_ALDR	Which of these best describes how often you usually drink alcohol?		cs_Ed_56tpw_34tpw_12tpw_12tpm_Ltoam_N	1|Every day. 2|5-6 times per week. 3|3-4 times per week. 4|1-2 times per week. 5|1-2 times per month. 6|Less than once a month. 7|Never	8c3c1e89-dd6a-46da-bf3f-803d30d9d74d	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:2facbc26-affc-4658-a71d-b0985db0307e:1	UNWK	qi_UNWK	In an average week, how many units do you drink. By a unit I mean ½ pint of beer, a glass of wine or a single measure of spirit or liqueur?	ENTER NUMBER OF UNITS		Range:0-997	9daed701-b83f-4646-a9ce-c72182fcfe8b	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:32289819-5e73-4710-9337-cf55036848dd:1	64	qi_64	Have you ever drunk enough to feel drunk?	TICK ONE BOX ONLY	cs_Yes_No	1|Yes. 2|No	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:344d6528-f064-44a5-9598-fedaa60d9011:1	59	qi_59	How many of your friends drink alcohol?	TICK ONE BOX ONLY	cs_Not_Som_Mof_Aot_Dk	1|None of them. 2|Some of them. 3|Most of them. 4|All of them. 5|Don't know	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:35cf6ae4-afa6-4551-9a97-6a39562636f6:1	CACR ii	qi_CACR_ii	Have people annoyed you by criticising your drinking?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:3d9bd8bf-6fec-47b4-b325-5eaf538fb25d:1	ALYR	qi_ALYR	In the last 12 months, do you think that [^name of older sibling] has had a problem with drinking alcohol?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:5f53bd10-48d5-4937-a802-1a37290c1823:1	DROF	qi_DROF	Thinking back to when you were pregnant with ^Jack, which of these best describes how often you usually drank then?		cs_Ed_56tpw_34tpw_12tpw_12tpw_Ltoam_N	1|Every day. 2|5-6 times per week. 3|3-4 times per week. 4|1-2 times per week. 5|1-2 times per month. 6|Less than once a month. 7|Never	9daed701-b83f-4646-a9ce-c72182fcfe8b	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:66705159-0e48-4ad1-9365-b1bdb65fac65:1	PUDA	qi_PUDA	And on the days when you did drink alcohol, on average how many units did you drink in a day? IF NECESSARY: By a unit I mean, ½ pint of beer, a glass of wine, or a single measure of spirit or liqueur.			Range:0-97	9daed701-b83f-4646-a9ce-c72182fcfe8b	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:72eca796-11f6-4bc2-9631-7eebff7515cf:1	ALDR ii	qi_ALDR_ii	Which of these best describes how often you usually drink alcohol?		cs_Ed_56tpw_34tpw_12tpw_12tpm_ltoam_N_R	1|Every day. 2|5-6 times per week. 3|3-4 times per week. 4|1-2 times per week. 5|1-2 times per month. 6|Less than once a month. 7|Never. 8|Refused	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:730e07bd-4183-467c-b95d-4aaa0ec24b5c:1	CACR i	qi_CACR_i	Have people annoyed you by criticising your drinking?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:73139b46-84f4-46cd-8751-66594b810206:1	68	qi_68	How many times have you had five or more alcoholic drinks at a time?	TICK ONE BOX ONLY	cs_q68	1|Never. 2|Once. 3|Twice. 4|3 to 5 times. 5|6 to 9 times. 6|10 or more times	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:74451017-2357-4bea-b3eb-a223513afb6b:1	PUWK	qi_PUWK	And in an average week, how many units did you drink then? IF NECESSARY: By a unit I mean, ½ pint of beer, a glass of wine, or a single measure of spirit or liqueur.			Range:0-997	9daed701-b83f-4646-a9ce-c72182fcfe8b	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:7b760ffa-ebee-433a-98a1-d4667fac5676:1	72	qi_72	How much do you think people risk harming themselves if they drink four or five alcoholic drinks almost every day?	TICK ONE BOX ONLY	cs_Nr_Slr_Sor_Gr	1|No risk. 2|Slight risk. 3|Some risk. 4|Great risk	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:8654bf70-5771-403f-b311-032e411c95b7:1	ALDR i	qi_ALDR_i	Which of these best describes how often you usually drink alcohol?		cs_Ed_56tpw_34tpw_12tpw_12tpm_ltoam_N_R	1|Every day. 2|5-6 times per week. 3|3-4 times per week. 4|1-2 times per week. 5|1-2 times per month. 6|Less than once a month. 7|Never. 8|Refused	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:87548d65-aa79-44c3-925a-d301fc7501ed:1	CAAM i	qi_CAAM_i	Have you ever felt you should cut down on your drinking?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:9af6d56b-f04e-437c-8d5c-23789e0a1f06:1	UNDA	qi_UNDA	On the days when you do drink alcohol, on average how many units do you drink in a day. By a unit I mean, ½ pint of beer, a glass of wine, or a single measure of spirit or liqueur?	ENTER NUMBER OF UNITS		Range:0-97	9daed701-b83f-4646-a9ce-c72182fcfe8b	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:9dc3b41a-40e7-4a2a-840a-e3267b8c9e0a:1	62	qi_62	How many times have you had an alcoholic drink in the last 12 months?	TICK ONE BOX ONLY	cs_N_12t_35t_69T_1019t_2039t_40omt	1|Never. 2|1-2 times. 3|3-5 times. 4|6-9 times. 5|10-19 times. 6|20-39 times. 7|40 or more times	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:a19b1359-048b-49b8-9533-8f7c2fd911dd:1	ALDR	qi_ALDR	Which of these best describes how often you usually drink alcohol?		Ed_5tpw_3tpw_1tpw_1tpm_Ltoam_N	1|Every day. 2|5-6 times per week. 3|3-4 times per week. 4|1-2 times per week. 5|1-2 times per month. 6|Less than once a month. 7|Never	7c62ec39-be5a-490a-b2d2-7e7ded804df1	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:a36133aa-fd61-4f10-b89b-0bcbcaca029a:1	63	qi_63	How many times have you had an alcoholic drink in the last four weeks?	TICK ONE BOX ONLY	cs_N_12t_35t_69T_1019t_2039t_40omt	1|Never. 2|1-2 times. 3|3-5 times. 4|6-9 times. 5|10-19 times. 6|20-39 times. 7|40 or more times	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:a537c5c0-94c5-411d-aea3-cf0556362ea6:1	ALDR	qi_ALDR	How often do you have a drink that contains alcohol?		cs_ALDR	1|4 or more times a week. 2|2-3 times a week. 3|2-4 times per month. 4|Monthly or less. 5|Never. 6|Don't know/Don't wish to answer	c8b74f6b-d16f-4423-8ec5-559294ff5775	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:a883bb40-61ef-42d6-aaa1-613ea97ff0c0:1	67	qi_67	How old were you when you first had five or more alcoholic drinks at a time? I was ... years old.	WRITE THE AGE IN THE BIG BOX (TICK THE SMALL BOX IF YOU HAVE NEVER HAD FIVE OR MORE ALCOHOLIC DRINKS AT A TIME)		Age	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:afcb4222-2b97-4d04-9b8c-0cf5812ca9a4:1	MCS_Age_3_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:b49b5d3d-c410-42d7-9fca-27d550df822e:1	6 f	qi_6_f	Have you had an alcoholic drink in the last 4 weeks? Please include a whole drink not just a sip.		cs_Yes_No	1|Yes. 2|No	f9d509d1-e66d-4681-b34a-15af13902f53	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:ca5e3c41-3589-4237-a9f6-a7c08f5f0113:1	66	qi_66	Have you ever had five or more alcoholic drinks at a time?  A drink is half a pint of lager, beer or cider, one alcopop, a small glass of wine, or a measure of spirits.	TICK ONE BOX ONLY	cs_Yes_No	1|Yes. 2|No	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:d5706425-f31c-481f-b43e-ae370ca8a92a:1	CAGU i	qi_CAGU_i	Have you ever felt bad or guilty about your drinking?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:daa334c2-4a39-4bd8-a97b-63a23b2516ac:1	ALDR	qi_ALDR	Which of these best describes how often you usually drink alcohol?		cs_Ed_56tpw_34tpw_12tpw_12tpw_Ltoam_N	1|Every day. 2|5-6 times per week. 3|3-4 times per week. 4|1-2 times per week. 5|1-2 times per month. 6|Less than once a month. 7|Never	9daed701-b83f-4646-a9ce-c72182fcfe8b	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:dab1f39c-e5c5-40de-ad8c-c50311aae5f8:1	70	qi_70	How much do you think people risk harming themselves if they try one or two alcoholic drinks?	TICK ONE BOX ONLY	cs_Nr_Slr_Sor_Gr	1|No risk. 2|Slight risk. 3|Some risk. 4|Great risk	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:dc366969-6e97-4554-aa3d-a4d270825cf0:1	AUSD	qi_AUSD	How often in the last year have you found you were not able to stop drinking once you  had started?  		cs_AUSD-nevermonthlyweeklydaily	1|Never. 2|Less than monthly. 3|Monthly. 4|Weekly. 5|Daily or almost daily. 6|Don't know/don't wish to answer	c8b74f6b-d16f-4423-8ec5-559294ff5775	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:e085d8a0-d9b3-47bd-9b49-30215d7df109:1	65	qi_65	How old were you when you first drank enough to feel drunk? I was ... years old	WRITE THE AGE IN THE BIG BOX (TICK THE SMALL BOX IF YOU HAVE NEVER FELT DRUNK)		Age	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:e0bf43a1-e35d-4354-b6fa-8f73add9c063:1	CAMO i	qi_CAMO_i	Have you ever had a drink first thing in the morning to steady your nerves or to get rid of a hangover (eye opener)?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:e26d6b52-bd4b-479c-968c-2401a0826090:1	CAGU ii	qi_CAGU_ii	Have you ever felt bad or guilty about your drinking?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:edd8674c-d61a-4553-8f8d-e06af4877a88:1	60	qi_60	Have you ever had an alcoholic drink?  That is more than a few sips.	TICK ONE BOX ONLY	cs_Yes_No	1|Yes. 2|No	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:ee67efbf-4fcb-4545-9b70-030214037b2f:1	CAMO ii	qi_CAMO_ii	Have you ever had a drink first thing in the morning to steady your nerves or to get rid of a hangover (eye opener)?		cs_Yes_No	1|Yes. 2|No	bf368bc5-efa8-4548-9c53-8d8ae74bcace	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:dc430107-eb87-4571-b150-bdbda8265294:1	MCS_Age_11_Cohort_Member_Paper_Self-Completion	urn:ddi:uk.cls.mcs:f3437d04-2e5f-445c-8de5-ce98558cfe7d:1	61	qi_61	How old were you when you first had an alcoholic drink? I was ... years old	WRITE THE AGE IN THE BIG BOX		Age	275ef2a2-c4d2-42e3-b5e9-d35b009c843c	uk.closer	10605.0	Alcohol consumption
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:117a8d33-a01c-443d-a7a7-ea894e52c766:1	E7	qi_E7	Do you think that in the next 12 months, you might be tempted to use or try out any kind of illegal drug?		cs_Yes_No	1|Yes. 2|No	ff1fe73f-cf7b-4945-8fe9-d49e3f9c9408	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:1eb6a022-77f0-46ae-9c7c-f0f559beb5e1:1	E6	qi_E6	Do any of your friends ever use drugs like ecstasy, cocaine or crack?		cs_Yes_No	1|Yes. 2|No	ff1fe73f-cf7b-4945-8fe9-d49e3f9c9408	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:362e9314-54ab-4f05-98c4-8ff0a884e3e8:1	E4	qi_E4	Do any of your friends ever smoke cannabis?		cs_Yes_No	1|Yes. 2|No	ff1fe73f-cf7b-4945-8fe9-d49e3f9c9408	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:3dde901a-ad8d-4952-a486-5ed29403aa97:1	DRUG ii	qi_DRUG_ii	As you know many people have experimented with drugs at some time. During the past year have you used any recreational drugs like cannabis, cocaine or ecstasy?		cs_O_R_N_Cs	1|Occasionally. 2|Regularly. 3|Never. 4|Can't say	b1773ffd-9079-4800-8568-dcf6b6bf4057	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:72b5d7f1-686c-4e07-b931-3f5cb359ea4e:1	DRYR	qi_DRYR	In the last 12 months, do you think that [^name of older sibling] has had a problem with taking drugs?		cs_Yes_No	1|Yes. 2|No	b1773ffd-9079-4800-8568-dcf6b6bf4057	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:afcb4222-2b97-4d04-9b8c-0cf5812ca9a4:1	MCS_Age_3_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:902b90fd-8e27-49ae-af6b-932e14a6b54b:1	6 h	qi_6_h	Do you think that in the next 12 months, you might be tempted to use or try out any kind of illegal drug?		cs_Yes_No	1|Yes. 2|No	5c14fa9f-abd6-419c-9fc1-2ba34d9f781f	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:9d18476c-ec21-486b-9257-e15af479b288:1	DRUG i	qi_DRUG_i	As you know many people have experimented with drugs at some time. During the past year have you used any recreational drugs like cannabis, cocaine or ecstasy?		cs_O_R_N_Cs	1|Occasionally. 2|Regularly. 3|Never. 4|Can't say	b1773ffd-9079-4800-8568-dcf6b6bf4057	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:afcb4222-2b97-4d04-9b8c-0cf5812ca9a4:1	MCS_Age_3_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:a1dcb25b-e5ae-49bc-a133-fd749b8cc3ff:1	6 e	qi_6_e	Do any of your friends ever smoke cannabis?		cs_Yes_No	1|Yes. 2|No	5c14fa9f-abd6-419c-9fc1-2ba34d9f781f	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:ab119d3e-115c-4fec-b616-7bea6f335c57:1	DRUG	qi_DRUG	As you know many people have experimented with drugs at some time. During the past year have you used any recreational drugs like cannabis, cocaine or ecstasy?		cs_O_R_N_Cs	1|Occasionally. 2|Regularly. 3|Never. 4|Can't say	31b8b91e-0a47-480f-aa1e-05a0f8901fe6	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:afcb4222-2b97-4d04-9b8c-0cf5812ca9a4:1	MCS_Age_3_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:c8fafdf4-0200-45b3-a866-3ad0a3a9e2e0:1	6 g	qi_6_g	Do any of your friends ever use drugs like ecstasy, cocaine or crack?		cs_Yes_No	1|Yes. 2|No	5c14fa9f-abd6-419c-9fc1-2ba34d9f781f	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:f89b103e-9653-4343-824b-fa232640a102:1	DRYR	qi_DRYR	In the last 12 months, do you think that [^name of older sibling] has had a problem with taking drugs?		cs_Yes_No	1|Yes. 2|No	31b8b91e-0a47-480f-aa1e-05a0f8901fe6	uk.closer	10606.0	Substance abuse
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:026d7ecb-e6b9-43fd-bea5-b396f0968c36:1	POYR	qi_POYR	In the last 12 months, have the police had to contact you [^or your husband/wife/partner] because they thought [^name of older sibling] had done something wrong?		cs_Yes_No	1|Yes. 2|No	da330dd4-6214-482b-8156-4eea29782c51	uk.closer	10607.0	Risk taking
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:055a0058-29c2-4c2e-87ff-a3d121181144:1	H4	qi_H4	Have you ever bought a mobile phone that you knew or believed to be stolen?		cs_Yes_No	1|Yes. 2|No	df326044-8b12-4234-bded-b25749b00555	uk.closer	10607.0	Risk taking
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:0694338a-55b9-4716-a67c-97fe043bd7cb:1	H8	qi_H8	Have you ever attacked, threatened or been rude to someone because of their skin colour, race or religion?		cs_Yes_No	1|Yes. 2|No	df326044-8b12-4234-bded-b25749b00555	uk.closer	10607.0	Risk taking
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:253368d6-7fde-4c63-b7ef-5746b5d4557c:1	G6	qi_G6	In the last 12 months, has anyone bullied you in a way that frightened or upset you? Please include bullying in and out of school.		cs_Yes_No	1|Yes. 2|No	df326044-8b12-4234-bded-b25749b00555	uk.closer	10607.0	Risk taking
urn:ddi:uk.cls.mcs:199aed38-0647-40b1-81bb-e1ca385e45be:1	MCS_Age_5_Older_Sibling_Self-Completion	urn:ddi:uk.cls.mcs:313eeebd-6d0a-4949-ac79-bdf6c1e2bac0:1	G1	qi_G1	In the last 12 months, has anyone stolen or tried to steal something that belonged to you, even if you got it back later?		cs_Yes_No	1|Yes. 2|No	df326044-8b12-4234-bded-b25749b00555	uk.closer	10607.0	Risk taking
